"Departamento","Código Departamento","Municipio","Código Municipio","Programa","Año de asignacion","No. SFV Asignados","Valor Asignado","Tipo de suelo"
"QUINDIO","63","ARMENIA","63,001","Mi Casa Ya","2,024","362","12,155,000,000","URBANO"
"QUINDIO","63","ARMENIA","63,001","Mi Casa Ya","2,025","5","199,290,000","URBANO"
"QUINDIO","63","CALARCA","63,130","Mi Casa Ya","2,022","152","3,925,115,600","URBANO"
"QUINDIO","63","CALARCA","63,130","Mi Casa Ya","2,023","97","3,050,800,000","URBANO"
"QUINDIO","63","CALARCA","63,130","Mi Casa Ya","2,024","33","1,183,000,000","URBANO"
"QUINDIO","63","CALARCA","63,130","Mi Casa Ya","2,025","288","11,644,230,000","URBANO"
"QUINDIO","63","CIRCASIA","63,190","Mi Casa Ya","2,022","5","120,000,000","URBANO"
"QUINDIO","63","CIRCASIA","63,190","Mi Casa Ya","2,023","10","313,200,000","URBANO"
"QUINDIO","63","CIRCASIA","63,190","Mi Casa Ya","2,024","48","1,703,000,000","URBANO"
"QUINDIO","63","CIRCASIA","63,190","Mi Casa Ya","2,025","3","113,880,000","URBANO"
"QUINDIO","63","CORDOBA","63,212","Mi Casa Ya","2,022","7","200,000,000","URBANO"
"QUINDIO","63","LA TEBAIDA","63,401","Mi Casa Ya","2,022","3","70,000,000","URBANO"
"QUINDIO","63","LA TEBAIDA","63,401","Mi Casa Ya","2,023","4","127,600,000","URBANO"
"QUINDIO","63","MONTENEGRO","63,470","Mi Casa Ya","2,022","115","3,280,000,000","URBANO"
"QUINDIO","63","MONTENEGRO","63,470","Mi Casa Ya","2,023","8","266,800,000","URBANO"
"QUINDIO","63","MONTENEGRO","63,470","Mi Casa Ya","2,024","3","117,000,000","URBANO"
"QUINDIO","63","PIJAO","63,548","Mi Casa Ya","2,022","11","330,000,000","URBANO"
"QUINDIO","63","PIJAO","63,548","Mi Casa Ya","2,023","1","34,800,000","URBANO"
"QUINDIO","63","PIJAO","63,548","Mi Casa Ya","2,024","3","104,000,000","URBANO"
"QUINDIO","63","QUIMBAYA","63,594","Mi Casa Ya","2,022","296","8,418,322,220","URBANO"
"QUINDIO","63","QUIMBAYA","63,594","Mi Casa Ya","2,023","75","2,552,000,000","URBANO"
"RISARALDA","66","BELEN DE UMBRIA","66,088","Mi Casa Ya","2,022","2","60,000,000","URBANO"
"RISARALDA","66","DOSQUEBRADAS","66,170","Mi Casa Ya","2,022","754","19,543,144,480","URBANO"
"RISARALDA","66","DOSQUEBRADAS","66,170","Mi Casa Ya","2,023","713","21,460,000,000","URBANO"
"RISARALDA","66","DOSQUEBRADAS","66,170","Mi Casa Ya","2,024","21","676,000,000","RURAL"
"RISARALDA","66","DOSQUEBRADAS","66,170","Mi Casa Ya","2,024","552","17,836,000,000","URBANO"
"RISARALDA","66","DOSQUEBRADAS","66,170","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"RISARALDA","66","PEREIRA","66,001","Mi Casa Ya","2,022","556","13,643,890,160","URBANO"
"RISARALDA","66","PEREIRA","66,001","Mi Casa Ya","2,023","465","13,815,600,000","URBANO"
"RISARALDA","66","PEREIRA","66,001","Mi Casa Ya","2,024","261","8,268,000,000","URBANO"
"RISARALDA","66","PEREIRA","66,001","Mi Casa Ya","2,025","2","71,175,000","URBANO"
"RISARALDA","66","QUINCHIA","66,594","Mi Casa Ya","2,022","14","417,255,780","URBANO"
"RISARALDA","66","QUINCHIA","66,594","Mi Casa Ya","2,023","8","278,400,000","URBANO"
"RISARALDA","66","QUINCHIA","66,594","Mi Casa Ya","2,024","7","273,000,000","URBANO"
"RISARALDA","66","SANTA ROSA DE CABAL","66,682","Mi Casa Ya","2,022","172","4,653,161,840","URBANO"
"RISARALDA","66","SANTA ROSA DE CABAL","66,682","Mi Casa Ya","2,023","232","7,598,000,000","URBANO"
"RISARALDA","66","SANTA ROSA DE CABAL","66,682","Mi Casa Ya","2,024","1","39,000,000","RURAL"
"RISARALDA","66","SANTA ROSA DE CABAL","66,682","Mi Casa Ya","2,024","160","5,954,000,000","URBANO"
"RISARALDA","66","SANTA ROSA DE CABAL","66,682","Mi Casa Ya","2,025","2","85,410,000","URBANO"
"SANTANDER","68","BARBOSA","68,077","Mi Casa Ya","2,022","5","120,000,000","URBANO"
"SANTANDER","68","BARBOSA","68,077","Mi Casa Ya","2,023","10","313,200,000","URBANO"
"SANTANDER","68","BARBOSA","68,077","Mi Casa Ya","2,024","9","338,000,000","URBANO"
"SANTANDER","68","BARBOSA","68,077","Mi Casa Ya","2,025","1","42,705,000","URBANO"
"SANTANDER","68","BARRANCABERMEJA","68,081","Mi Casa Ya","2,022","88","2,024,325,140","URBANO"
"SANTANDER","68","BARRANCABERMEJA","68,081","Mi Casa Ya","2,023","129","3,329,200,000","URBANO"
"SANTANDER","68","BARRANCABERMEJA","68,081","Mi Casa Ya","2,024","123","3,666,000,000","URBANO"
"SANTANDER","68","BARRANCABERMEJA","68,081","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"SANTANDER","68","BUCARAMANGA","68,001","Mi Casa Ya","2,022","537","12,954,076,580","URBANO"
"SANTANDER","68","BUCARAMANGA","68,001","Mi Casa Ya","2,023","507","15,358,400,000","URBANO"
"SANTANDER","68","BUCARAMANGA","68,001","Mi Casa Ya","2,024","461","14,872,000,000","URBANO"
"SANTANDER","68","BUCARAMANGA","68,001","Mi Casa Ya","2,025","38","1,395,030,000","URBANO"
"SANTANDER","68","CHARALA","68,167","Mi Casa Ya","2,022","6","118,170,520","URBANO"
"SANTANDER","68","CHARALA","68,167","Mi Casa Ya","2,023","4","92,800,000","URBANO"
"SANTANDER","68","CHARALA","68,167","Mi Casa Ya","2,024","3","78,000,000","URBANO"
"SANTANDER","68","CIMITARRA","68,190","Mi Casa Ya","2,022","3","60,000,000","URBANO"
"SANTANDER","68","CIMITARRA","68,190","Mi Casa Ya","2,023","1","23,200,000","URBANO"
"SANTANDER","68","CURITI","68,229","Mi Casa Ya","2,022","5","150,000,000","URBANO"
"SANTANDER","68","CURITI","68,229","Mi Casa Ya","2,023","1","34,800,000","URBANO"
"SANTANDER","68","FLORIDABLANCA","68,276","Mi Casa Ya","2,022","157","3,964,387,280","URBANO"
"SANTANDER","68","FLORIDABLANCA","68,276","Mi Casa Ya","2,023","166","5,452,000,000","URBANO"
"SANTANDER","68","FLORIDABLANCA","68,276","Mi Casa Ya","2,024","143","5,187,000,000","URBANO"
"SANTANDER","68","FLORIDABLANCA","68,276","Mi Casa Ya","2,025","143","5,608,590,000","URBANO"
"SANTANDER","68","GIRON","68,307","Mi Casa Ya","2,022","859","22,715,888,700","URBANO"
"SANTANDER","68","GIRON","68,307","Mi Casa Ya","2,023","4","139,200,000","RURAL"
"SANTANDER","68","GIRON","68,307","Mi Casa Ya","2,023","654","21,448,400,000","URBANO"
"SANTANDER","68","GIRON","68,307","Mi Casa Ya","2,024","1","39,000,000","RURAL"
"SANTANDER","68","GIRON","68,307","Mi Casa Ya","2,024","952","33,618,000,000","URBANO"
"SANTANDER","68","GIRON","68,307","Mi Casa Ya","2,025","20","825,630,000","URBANO"
"SANTANDER","68","GUEPSA","68,327","Mi Casa Ya","2,022","4","80,000,000","URBANO"
"SANTANDER","68","GUEPSA","68,327","Mi Casa Ya","2,023","4","92,800,000","URBANO"
"SANTANDER","68","GUEPSA","68,327","Mi Casa Ya","2,024","4","104,000,000","URBANO"
"SANTANDER","68","LEBRIJA","68,406","Mi Casa Ya","2,022","26","565,426,300","URBANO"
"SANTANDER","68","LEBRIJA","68,406","Mi Casa Ya","2,023","6","150,800,000","URBANO"
"SANTANDER","68","LEBRIJA","68,406","Mi Casa Ya","2,024","3","78,000,000","URBANO"
"SANTANDER","68","LEBRIJA","68,406","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"SANTANDER","68","LOS SANTOS","68,418","Mi Casa Ya","2,022","2","47,255,780","URBANO"
"SANTANDER","68","LOS SANTOS","68,418","Mi Casa Ya","2,023","1","34,800,000","URBANO"
"SANTANDER","68","LOS SANTOS","68,418","Mi Casa Ya","2,024","1","26,000,000","URBANO"
"SANTANDER","68","MALAGA","68,432","Mi Casa Ya","2,022","28","610,790,460","URBANO"
"SANTANDER","68","MALAGA","68,432","Mi Casa Ya","2,023","3","81,200,000","URBANO"
"SANTANDER","68","MALAGA","68,432","Mi Casa Ya","2,024","4","156,000,000","URBANO"
"SANTANDER","68","MATANZA","68,444","Mi Casa Ya","2,022","1","18,170,520","URBANO"
"SANTANDER","68","MOGOTES","68,464","Mi Casa Ya","2,024","1","26,000,000","URBANO"
"SANTANDER","68","OIBA","68,500","Mi Casa Ya","2,022","2","50,000,000","URBANO"
"SANTANDER","68","PARAMO","68,533","Mi Casa Ya","2,022","3","90,000,000","URBANO"
"SANTANDER","68","PIEDECUESTA","68,547","Mi Casa Ya","2,022","1,629","42,440,027,420","URBANO"
"SANTANDER","68","PIEDECUESTA","68,547","Mi Casa Ya","2,023","1,474","47,510,400,000","URBANO"
"SANTANDER","68","PIEDECUESTA","68,547","Mi Casa Ya","2,024","751","26,494,000,000","URBANO"
"SANTANDER","68","PIEDECUESTA","68,547","Mi Casa Ya","2,025","13","526,695,000","URBANO"
"SANTANDER","68","PINCHOTE","68,549","Mi Casa Ya","2,023","3","81,200,000","URBANO"
"SANTANDER","68","SABANA DE TORRES","68,655","Mi Casa Ya","2,022","1","20,000,000","URBANO"
"SANTANDER","68","SAN GIL","68,679","Mi Casa Ya","2,022","183","4,651,270,220","URBANO"
"SANTANDER","68","SAN GIL","68,679","Mi Casa Ya","2,023","175","5,127,200,000","URBANO"
"SANTANDER","68","SAN GIL","68,679","Mi Casa Ya","2,024","182","6,045,000,000","URBANO"
"SANTANDER","68","SAN GIL","68,679","Mi Casa Ya","2,025","5","156,585,000","URBANO"
"SANTANDER","68","SAN VICENTE DE CHUCURI","68,689","Mi Casa Ya","2,022","43","870,000,000","URBANO"
"SANTANDER","68","SAN VICENTE DE CHUCURI","68,689","Mi Casa Ya","2,023","7","162,400,000","URBANO"
"SANTANDER","68","SAN VICENTE DE CHUCURI","68,689","Mi Casa Ya","2,024","21","546,000,000","URBANO"
"SANTANDER","68","SOCORRO","68,755","Mi Casa Ya","2,022","9","228,170,520","URBANO"
"SANTANDER","68","SOCORRO","68,755","Mi Casa Ya","2,023","10","301,600,000","URBANO"
"SANTANDER","68","SOCORRO","68,755","Mi Casa Ya","2,024","7","247,000,000","URBANO"
"SANTANDER","68","VALLE SAN JOSE","68,855","Mi Casa Ya","2,023","1","34,800,000","URBANO"
"SANTANDER","68","VELEZ","68,861","Mi Casa Ya","2,022","8","178,170,520","URBANO"
"SANTANDER","68","VELEZ","68,861","Mi Casa Ya","2,023","1","23,200,000","URBANO"
"SANTANDER","68","VILLANUEVA","68,872","Mi Casa Ya","2,023","2","58,000,000","URBANO"
"SANTANDER","68","ZAPATOCA","68,895","Mi Casa Ya","2,023","1","23,200,000","URBANO"
"SUCRE","70","COROZAL","70,215","Mi Casa Ya","2,023","6","197,200,000","URBANO"
"SUCRE","70","COROZAL","70,215","Mi Casa Ya","2,024","9","286,000,000","URBANO"
"SUCRE","70","MORROA","70,473","Mi Casa Ya","2,023","4","139,200,000","URBANO"
"SUCRE","70","MORROA","70,473","Mi Casa Ya","2,024","1","39,000,000","URBANO"
"SUCRE","70","SAMPUES","70,670","Mi Casa Ya","2,023","5","162,400,000","URBANO"
"SUCRE","70","SAMPUES","70,670","Mi Casa Ya","2,024","1","39,000,000","URBANO"
"SUCRE","70","SINCELEJO","70,001","Mi Casa Ya","2,022","236","5,857,921,960","URBANO"
"SUCRE","70","SINCELEJO","70,001","Mi Casa Ya","2,023","215","6,676,800,000","URBANO"
"SUCRE","70","SINCELEJO","70,001","Mi Casa Ya","2,024","213","6,838,000,000","URBANO"
"SUCRE","70","SINCELEJO","70,001","Mi Casa Ya","2,025","8","298,935,000","URBANO"
"TOLIMA","73","ARMERO (GUAYABAL)","73,055","Mi Casa Ya","2,022","66","1,318,170,520","URBANO"
"TOLIMA","73","ARMERO (GUAYABAL)","73,055","Mi Casa Ya","2,023","29","672,800,000","URBANO"
"TOLIMA","73","ARMERO (GUAYABAL)","73,055","Mi Casa Ya","2,024","6","169,000,000","URBANO"
"TOLIMA","73","CAJAMARCA","73,124","Mi Casa Ya","2,022","50","1,410,790,460","URBANO"
"TOLIMA","73","CAJAMARCA","73,124","Mi Casa Ya","2,023","46","1,508,000,000","URBANO"
"TOLIMA","73","CAJAMARCA","73,124","Mi Casa Ya","2,024","11","429,000,000","URBANO"
"TOLIMA","73","CAJAMARCA","73,124","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"TOLIMA","73","CHAPARRAL","73,168","Mi Casa Ya","2,022","1","18,170,520","URBANO"
"TOLIMA","73","CHAPARRAL","73,168","Mi Casa Ya","2,023","1","23,200,000","URBANO"
"TOLIMA","73","CHAPARRAL","73,168","Mi Casa Ya","2,024","4","143,000,000","URBANO"
"TOLIMA","73","ESPINAL","73,268","Mi Casa Ya","2,022","514","13,652,167,600","URBANO"
"TOLIMA","73","ESPINAL","73,268","Mi Casa Ya","2,023","543","17,620,400,000","URBANO"
"TOLIMA","73","ESPINAL","73,268","Mi Casa Ya","2,024","530","19,097,000,000","URBANO"
"TOLIMA","73","ESPINAL","73,268","Mi Casa Ya","2,025","12","498,225,000","URBANO"
"TOLIMA","73","FLANDES","73,275","Mi Casa Ya","2,022","43","858,170,520","URBANO"
"TOLIMA","73","FLANDES","73,275","Mi Casa Ya","2,023","13","301,600,000","URBANO"
"TOLIMA","73","FLANDES","73,275","Mi Casa Ya","2,024","16","416,000,000","URBANO"
"TOLIMA","73","GUAMO","73,319","Mi Casa Ya","2,022","23","478,108,380","URBANO"
"TOLIMA","73","GUAMO","73,319","Mi Casa Ya","2,023","7","185,600,000","URBANO"
"TOLIMA","73","HONDA","73,349","Mi Casa Ya","2,022","1","30,000,000","URBANO"
"TOLIMA","73","IBAGUE","73,001","Mi Casa Ya","2,022","2,947","69,316,378,520","URBANO"
"TOLIMA","73","IBAGUE","73,001","Mi Casa Ya","2,023","3,096","86,988,400,000","URBANO"
"TOLIMA","73","IBAGUE","73,001","Mi Casa Ya","2,024","2,513","74,815,000,000","URBANO"
"TOLIMA","73","IBAGUE","73,001","Mi Casa Ya","2,025","358","11,900,460,000","URBANO"
"TOLIMA","73","LIBANO","73,411","Mi Casa Ya","2,022","10","278,170,520","URBANO"
"TOLIMA","73","LIBANO","73,411","Mi Casa Ya","2,023","1","34,800,000","URBANO"
"TOLIMA","73","LIBANO","73,411","Mi Casa Ya","2,024","2","78,000,000","URBANO"
"TOLIMA","73","MARIQUITA","73,443","Mi Casa Ya","2,022","17","416,341,040","URBANO"
"TOLIMA","73","MARIQUITA","73,443","Mi Casa Ya","2,023","4","127,600,000","URBANO"
"TOLIMA","73","MARIQUITA","73,443","Mi Casa Ya","2,024","6","221,000,000","URBANO"
"TOLIMA","73","MELGAR","73,449","Mi Casa Ya","2,022","33","669,023,120","URBANO"
"TOLIMA","73","MELGAR","73,449","Mi Casa Ya","2,023","23","545,200,000","URBANO"
"TOLIMA","73","MELGAR","73,449","Mi Casa Ya","2,024","19","546,000,000","URBANO"
"TOLIMA","73","PURIFICACION","73,585","Mi Casa Ya","2,022","23","502,682,080","URBANO"
"TOLIMA","73","PURIFICACION","73,585","Mi Casa Ya","2,023","14","336,400,000","URBANO"
"TOLIMA","73","PURIFICACION","73,585","Mi Casa Ya","2,024","11","338,000,000","URBANO"
"TOLIMA","73","RIOBLANCO","73,616","Mi Casa Ya","2,023","2","69,600,000","URBANO"
"TOLIMA","73","RIOBLANCO","73,616","Mi Casa Ya","2,024","2","78,000,000","URBANO"
"TOLIMA","73","ROVIRA","73,624","Mi Casa Ya","2,024","5","182,000,000","URBANO"
"TOLIMA","73","ROVIRA","73,624","Mi Casa Ya","2,025","1","42,705,000","URBANO"
"TOLIMA","73","SALDAÑA","73,671","Mi Casa Ya","2,022","8","227,255,780","URBANO"
"TOLIMA","73","SALDAÑA","73,671","Mi Casa Ya","2,023","3","92,800,000","URBANO"
"TOLIMA","73","SALDAÑA","73,671","Mi Casa Ya","2,024","2","65,000,000","URBANO"
"TOLIMA","73","VENADILLO","73,861","Mi Casa Ya","2,022","24","671,767,340","URBANO"
"TOLIMA","73","VENADILLO","73,861","Mi Casa Ya","2,023","40","1,229,600,000","URBANO"
"TOLIMA","73","VENADILLO","73,861","Mi Casa Ya","2,024","18","559,000,000","URBANO"
"VALLE DEL CAUCA","76","ANDALUCIA","76,036","Mi Casa Ya","2,022","11","310,000,000","URBANO"
"VALLE DEL CAUCA","76","ANDALUCIA","76,036","Mi Casa Ya","2,024","4","143,000,000","URBANO"
"VALLE DEL CAUCA","76","ANDALUCIA","76,036","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"VALLE DEL CAUCA","76","ANSERMANUEVO","76,041","Mi Casa Ya","2,022","1","27,255,780","URBANO"
"VALLE DEL CAUCA","76","BUENAVENTURA","76,109","Mi Casa Ya","2,022","5","128,170,520","URBANO"
"VALLE DEL CAUCA","76","BUENAVENTURA","76,109","Mi Casa Ya","2,023","28","893,200,000","URBANO"
"VALLE DEL CAUCA","76","BUENAVENTURA","76,109","Mi Casa Ya","2,024","2","78,000,000","URBANO"
"VALLE DEL CAUCA","76","BUGA","76,111","Mi Casa Ya","2,022","124","3,338,757,200","URBANO"
"VALLE DEL CAUCA","76","BUGA","76,111","Mi Casa Ya","2,023","570","19,406,800,000","URBANO"
"VALLE DEL CAUCA","76","BUGA","76,111","Mi Casa Ya","2,024","283","10,998,000,000","URBANO"
"VALLE DEL CAUCA","76","BUGA","76,111","Mi Casa Ya","2,025","386","16,412,955,000","URBANO"
"VALLE DEL CAUCA","76","CAICEDONIA","76,122","Mi Casa Ya","2,022","68","1,860,852,600","URBANO"
"VALLE DEL CAUCA","76","CAICEDONIA","76,122","Mi Casa Ya","2,023","17","498,800,000","URBANO"
"VALLE DEL CAUCA","76","CAICEDONIA","76,122","Mi Casa Ya","2,024","5","143,000,000","URBANO"
"VALLE DEL CAUCA","76","CALI","76,001","Mi Casa Ya","2,022","2,998","66,135,391,580","URBANO"
"VALLE DEL CAUCA","76","CALI","76,001","Mi Casa Ya","2,023","1,264","36,957,600,000","URBANO"
"VALLE DEL CAUCA","76","CALI","76,001","Mi Casa Ya","2,024","1,076","33,904,000,000","URBANO"
"VALLE DEL CAUCA","76","CALI","76,001","Mi Casa Ya","2,025","312","10,875,540,000","URBANO"
"VALLE DEL CAUCA","76","CALIMA","76,126","Mi Casa Ya","2,023","6","174,000,000","URBANO"
"VALLE DEL CAUCA","76","CALIMA","76,126","Mi Casa Ya","2,024","1","26,000,000","URBANO"
"VALLE DEL CAUCA","76","CALIMA","76,126","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"VALLE DEL CAUCA","76","CANDELARIA","76,130","Mi Casa Ya","2,022","5,274","145,119,734,080","URBANO"
"VALLE DEL CAUCA","76","CANDELARIA","76,130","Mi Casa Ya","2,023","3,656","112,028,000,000","URBANO"
"VALLE DEL CAUCA","76","CANDELARIA","76,130","Mi Casa Ya","2,024","5,006","164,619,000,000","URBANO"
"VALLE DEL CAUCA","76","CANDELARIA","76,130","Mi Casa Ya","2,025","1,048","37,793,925,000","URBANO"
"VALLE DEL CAUCA","76","CARTAGO","76,147","Mi Casa Ya","2,022","215","4,813,223,980","URBANO"
"VALLE DEL CAUCA","76","CARTAGO","76,147","Mi Casa Ya","2,023","357","9,802,000,000","URBANO"
"VALLE DEL CAUCA","76","CARTAGO","76,147","Mi Casa Ya","2,024","145","4,212,000,000","URBANO"
"VALLE DEL CAUCA","76","CARTAGO","76,147","Mi Casa Ya","2,025","2","85,410,000","URBANO"
"VALLE DEL CAUCA","76","EL CERRITO","76,248","Mi Casa Ya","2,022","67","1,756,278,900","URBANO"
"VALLE DEL CAUCA","76","EL CERRITO","76,248","Mi Casa Ya","2,023","58","1,809,600,000","URBANO"
"VALLE DEL CAUCA","76","EL CERRITO","76,248","Mi Casa Ya","2,024","5","143,000,000","URBANO"
"VALLE DEL CAUCA","76","FLORIDA","76,275","Mi Casa Ya","2,022","74","1,661,767,340","URBANO"
"VALLE DEL CAUCA","76","FLORIDA","76,275","Mi Casa Ya","2,023","113","3,468,400,000","URBANO"
"VALLE DEL CAUCA","76","FLORIDA","76,275","Mi Casa Ya","2,024","89","3,042,000,000","URBANO"
"VALLE DEL CAUCA","76","FLORIDA","76,275","Mi Casa Ya","2,025","5","213,525,000","URBANO"
"VALLE DEL CAUCA","76","GINEBRA","76,306","Mi Casa Ya","2,022","22","643,534,680","URBANO"
"VALLE DEL CAUCA","76","GINEBRA","76,306","Mi Casa Ya","2,023","8","278,400,000","URBANO"
"VALLE DEL CAUCA","76","GINEBRA","76,306","Mi Casa Ya","2,024","14","533,000,000","URBANO"
"VALLE DEL CAUCA","76","GINEBRA","76,306","Mi Casa Ya","2,025","2","85,410,000","URBANO"
"VALLE DEL CAUCA","76","GUACARI","76,318","Mi Casa Ya","2,022","496","14,178,073,660","URBANO"
"VALLE DEL CAUCA","76","GUACARI","76,318","Mi Casa Ya","2,023","37","1,171,600,000","URBANO"
"VALLE DEL CAUCA","76","GUACARI","76,318","Mi Casa Ya","2,024","356","13,468,000,000","URBANO"
"VALLE DEL CAUCA","76","GUACARI","76,318","Mi Casa Ya","2,025","57","2,348,775,000","URBANO"
"VALLE DEL CAUCA","76","JAMUNDI","76,364","Mi Casa Ya","2,022","2,846","70,144,486,900","URBANO"
"VALLE DEL CAUCA","76","JAMUNDI","76,364","Mi Casa Ya","2,023","1,622","47,397,600,000","URBANO"
"VALLE DEL CAUCA","76","JAMUNDI","76,364","Mi Casa Ya","2,024","1,839","60,242,000,000","URBANO"
"VALLE DEL CAUCA","76","JAMUNDI","76,364","Mi Casa Ya","2,025","915","31,829,460,000","URBANO"
"VALLE DEL CAUCA","76","LA UNION","76,400","Mi Casa Ya","2,022","31","693,596,820","URBANO"
"VALLE DEL CAUCA","76","LA UNION","76,400","Mi Casa Ya","2,023","106","3,050,800,000","URBANO"
"VALLE DEL CAUCA","76","LA UNION","76,400","Mi Casa Ya","2,024","139","4,771,000,000","URBANO"
"VALLE DEL CAUCA","76","LA UNION","76,400","Mi Casa Ya","2,025","2","56,940,000","URBANO"
"VALLE DEL CAUCA","76","LA VICTORIA","76,403","Mi Casa Ya","2,022","14","388,170,520","URBANO"
"VALLE DEL CAUCA","76","LA VICTORIA","76,403","Mi Casa Ya","2,023","23","730,800,000","URBANO"
"VALLE DEL CAUCA","76","LA VICTORIA","76,403","Mi Casa Ya","2,024","13","377,000,000","URBANO"
"VALLE DEL CAUCA","76","PALMIRA","76,520","Mi Casa Ya","2,022","513","12,478,526,000","URBANO"
"VALLE DEL CAUCA","76","PALMIRA","76,520","Mi Casa Ya","2,023","742","22,364,800,000","URBANO"
"VALLE DEL CAUCA","76","PALMIRA","76,520","Mi Casa Ya","2,024","822","28,132,000,000","URBANO"
"VALLE DEL CAUCA","76","PALMIRA","76,520","Mi Casa Ya","2,025","108","3,971,565,000","URBANO"
"VALLE DEL CAUCA","76","PRADERA","76,563","Mi Casa Ya","2,022","7","130,852,600","URBANO"
"VALLE DEL CAUCA","76","PRADERA","76,563","Mi Casa Ya","2,023","14","359,600,000","URBANO"
"VALLE DEL CAUCA","76","PRADERA","76,563","Mi Casa Ya","2,024","16","520,000,000","URBANO"
"VALLE DEL CAUCA","76","RESTREPO","76,606","Mi Casa Ya","2,022","7","197,255,780","URBANO"
"VALLE DEL CAUCA","76","RESTREPO","76,606","Mi Casa Ya","2,023","2","69,600,000","URBANO"
"VALLE DEL CAUCA","76","RESTREPO","76,606","Mi Casa Ya","2,024","1","26,000,000","URBANO"
"VALLE DEL CAUCA","76","RIOFRIO","76,616","Mi Casa Ya","2,022","48","1,371,767,340","URBANO"
"VALLE DEL CAUCA","76","RIOFRIO","76,616","Mi Casa Ya","2,023","3","104,400,000","URBANO"
"VALLE DEL CAUCA","76","RIOFRIO","76,616","Mi Casa Ya","2,024","2","52,000,000","URBANO"
"VALLE DEL CAUCA","76","ROLDANILLO","76,622","Mi Casa Ya","2,022","30","697,255,780","URBANO"
"VALLE DEL CAUCA","76","ROLDANILLO","76,622","Mi Casa Ya","2,023","129","3,561,200,000","URBANO"
"VALLE DEL CAUCA","76","ROLDANILLO","76,622","Mi Casa Ya","2,024","64","2,106,000,000","URBANO"
"VALLE DEL CAUCA","76","SAN PEDRO","76,670","Mi Casa Ya","2,022","32","831,643,060","URBANO"
"VALLE DEL CAUCA","76","SAN PEDRO","76,670","Mi Casa Ya","2,023","5","139,200,000","URBANO"
"VALLE DEL CAUCA","76","SAN PEDRO","76,670","Mi Casa Ya","2,024","8","286,000,000","URBANO"
"VALLE DEL CAUCA","76","SEVILLA","76,736","Mi Casa Ya","2,022","3","70,000,000","URBANO"
"VALLE DEL CAUCA","76","SEVILLA","76,736","Mi Casa Ya","2,023","3","104,400,000","URBANO"
"VALLE DEL CAUCA","76","TORO","76,823","Mi Casa Ya","2,022","1","27,255,780","URBANO"
"VALLE DEL CAUCA","76","TORO","76,823","Mi Casa Ya","2,023","14","348,000,000","URBANO"
"VALLE DEL CAUCA","76","TORO","76,823","Mi Casa Ya","2,024","45","1,287,000,000","URBANO"
"VALLE DEL CAUCA","76","TRUJILLO","76,828","Mi Casa Ya","2,022","10","290,000,000","URBANO"
"VALLE DEL CAUCA","76","TRUJILLO","76,828","Mi Casa Ya","2,023","26","835,200,000","URBANO"
"VALLE DEL CAUCA","76","TRUJILLO","76,828","Mi Casa Ya","2,024","21","780,000,000","URBANO"
"VALLE DEL CAUCA","76","TULUA","76,834","Mi Casa Ya","2,022","325","7,274,929,180","URBANO"
"VALLE DEL CAUCA","76","TULUA","76,834","Mi Casa Ya","2,023","334","9,082,800,000","URBANO"
"VALLE DEL CAUCA","76","TULUA","76,834","Mi Casa Ya","2,024","457","14,911,000,000","URBANO"
"VALLE DEL CAUCA","76","TULUA","76,834","Mi Casa Ya","2,025","4","142,350,000","URBANO"
"VALLE DEL CAUCA","76","VERSALLES","76,863","Mi Casa Ya","2,022","12","268,170,520","URBANO"
"VALLE DEL CAUCA","76","VERSALLES","76,863","Mi Casa Ya","2,023","14","487,200,000","URBANO"
"VALLE DEL CAUCA","76","VERSALLES","76,863","Mi Casa Ya","2,024","4","117,000,000","URBANO"
"VALLE DEL CAUCA","76","YUMBO","76,892","Mi Casa Ya","2,022","1,492","35,971,981,180","URBANO"
"VALLE DEL CAUCA","76","YUMBO","76,892","Mi Casa Ya","2,023","1,413","41,760,000,000","URBANO"
"VALLE DEL CAUCA","76","YUMBO","76,892","Mi Casa Ya","2,024","666","22,152,000,000","URBANO"
"VALLE DEL CAUCA","76","YUMBO","76,892","Mi Casa Ya","2,025","13","455,520,000","URBANO"
"VALLE DEL CAUCA","76","ZARZAL","76,895","Mi Casa Ya","2,022","27","530,852,600","URBANO"
"VALLE DEL CAUCA","76","ZARZAL","76,895","Mi Casa Ya","2,023","87","2,598,400,000","URBANO"
"VALLE DEL CAUCA","76","ZARZAL","76,895","Mi Casa Ya","2,024","106","3,614,000,000","URBANO"
"VALLE DEL CAUCA","76","ZARZAL","76,895","Mi Casa Ya","2,025","19","540,930,000","URBANO"
